claim_id,policy_id,loss_date,report_date,settle_date,loss_type,claim_amount_thb,status,adjuster_name,fraud_flag
CL001414,P008922,2024-07-05,2024-07-19,2024-10-10,fire,72950,paid,Suda Suwanphon,false
CL001415,P006987,2024-12-14,2024-12-14,,burglary,532121,open,Bua Suwanphon,false
CL001416,P006409,2022-09-02,2022-09-05,2022-10-26,fire,547344,paid,Praew Phutthichai,false
CL001417,P003530,2025-06-08,2025-06-09,2025-06-17,flood,488862,paid,Pat Inthanon,false
CL001418,P000606,2024-07-17,2024-07-24,2024-09-03,flood,71248,denied,Ploy Phutthichai,false
CL001419,P007046,2026-01-24,2026-01-30,2026-04-04,flood,787596,paid,Kanya Chaisawat,false
CL001420,P006639,2024-04-04,2024-04-04,,third_party_liability,914054,pending,Fern Limthongkul,false
CL001421,P006263,2025-05-27,2025-05-29,2025-06-29,third_party_liability,448732,paid,Niran Suwanphon,false
CL001422,P005828,2024-05-25,2024-05-29,2024-07-14,burglary,2056546,paid,Somchai Saetang,false
CL001423,P003929,2023-11-09,2023-11-22,2024-01-25,water_damage,1975670,paid,Praew Limthongkul,false
CL001424,P002021,2023-12-24,2023-12-30,2024-01-09,third_party_liability,48949,paid,Mai Wongchai,false
CL001425,P004227,2026-04-14,2026-04-20,,theft,606932,open,Bua Limthongkul,false
CL001426,P002345,2023-09-08,2023-09-18,2023-09-29,water_damage,302126,denied,Toon Chaiyaporn,false
CL001427,P000112,2025-02-23,2025-03-01,2025-03-22,theft,88188,paid,Praew Phongphan,false
CL001428,P000784,2025-06-25,2025-07-05,,burglary,591124,pending,Bua Watcharaphon,false
CL001429,P005606,2026-04-16,2026-04-17,2026-07-12,flood,317754,paid,Pat Phromsiri,false
CL001430,P005448,2026-01-18,2026-01-19,2026-04-08,third_party_liability,301996,denied,Nan Sukhumvit,false
CL001431,P005183,2025-04-23,2025-05-06,2025-07-17,theft,319177,paid,Anong Suwanphon,false
CL001432,P002488,2025-09-21,2025-09-22,2025-11-02,third_party_liability,51639,denied,Boss Thongdee,false
CL001433,P007183,2025-05-31,2025-06-11,2025-07-05,flood,873545,paid,Earth Limthongkul,false
CL001434,P008064,2022-03-15,2022-03-16,,fire,399796,open,View Srisuk,false
CL001435,P009708,2026-01-10,2026-01-23,2026-01-31,theft,821668,paid,Tawan Charoensuk,false
CL001436,P002424,2024-02-12,2024-02-13,2024-04-06,theft,231514,paid,View Inthanon,false
CL001437,P007628,2026-01-06,2026-01-14,2026-02-17,flood,4010796,denied,Bank Saetang,false
CL001438,P008510,2024-11-07,2024-11-20,2024-12-11,third_party_liability,240701,paid,Niran Wongchai,false
CL001439,P007521,2026-04-04,2026-04-06,2026-06-28,third_party_liability,779958,paid,View Wongchai,false
CL001440,P003830,2024-03-28,2024-04-08,2024-06-15,fire,671219,denied,View Thongdee,false
CL001441,P000584,2024-06-10,2024-06-13,,fire,578879,open,Anong Sukhumvit,false
CL001442,P002605,2024-08-16,2024-08-27,2024-10-10,collision,643985,paid,Earth Chaisawat,false
CL001443,P002937,2023-11-02,2023-11-03,2024-01-30,fire,186012,paid,Somchai Charoensuk,false
CL001444,P001185,2023-07-26,2023-08-06,,fire,6249093,pending,Apinya Wongchai,false
CL001445,P006703,2023-10-25,2023-10-25,,storm,1664871,pending,Eak Phongphan,false
CL001446,P008331,2023-01-15,2023-01-16,,collision,572328,pending,Nok Chaisawat,false
CL001447,P004655,2023-07-31,2023-08-12,2023-09-01,collision,7327,paid,Nan Phutthichai,false
CL001448,P004898,2024-05-20,2024-05-20,2024-07-01,theft,51364,paid,Nan Inthanon,false
CL001449,P008555,2026-04-02,2026-04-03,,collision,243963,open,Somchai Saetang,false
CL001450,P000085,2023-06-30,2023-07-01,,theft,46477,pending,Mai Suwanphon,false
CL001451,P003067,2025-04-28,2025-04-30,2025-07-28,fire,348141,denied,Malee Sukhumvit,false
CL001452,P002790,2025-01-15,2025-01-18,2025-03-07,collision,523677,paid,Praew Suwanphon,false
CL001453,P001070,2026-02-18,2026-03-02,2026-05-09,fire,473866,paid,Mai Limthongkul,false
CL001454,P003237,2025-01-12,2025-01-25,2025-03-20,collision,201219,denied,Mai Wongchai,false
CL001455,P000100,2022-09-10,2022-09-18,2022-10-29,fire,35885,paid,Wichai Inthanon,false
CL001456,P007118,2025-05-21,2025-06-03,2025-06-12,third_party_liability,632163,denied,Beam Sangthong,false
CL001457,P006930,2026-02-19,2026-03-04,,collision,103358,pending,Wichai Chaisawat,false
CL001458,P001480,2023-11-17,2023-11-23,,flood,488705,open,Suda Sangthong,false
CL001459,P008148,2024-04-09,2024-04-18,,third_party_liability,122901,pending,Anong Wongchai,false
CL001460,P006782,2025-03-21,2025-04-03,2025-04-18,burglary,279425,paid,Malee Chaisawat,false
CL001461,P003449,2026-02-18,2026-03-03,2026-03-27,collision,60193,paid,Mai Wongchai,false
CL001462,P007192,2024-08-09,2024-08-21,2024-09-19,fire,5585836,paid,Bank Srisuk,false
CL001463,P007534,2024-07-25,2024-07-26,2024-10-15,flood,99980,paid,Mai Suwanphon,false
CL001464,P009763,2022-04-18,2022-04-18,2022-05-09,fire,95343,paid,View Chaiyaporn,false
CL001465,P005986,2023-03-01,2023-03-15,2023-04-25,burglary,3126304,denied,Somchai Charoensuk,false
CL001466,P004607,2025-07-28,2025-07-30,2025-10-12,water_damage,1012342,paid,Praew Charoensuk,false
CL001467,P008099,2024-06-16,2024-06-24,2024-09-01,theft,163736,paid,Earth Kittikun,false
CL001468,P009322,2025-01-29,2025-02-06,,collision,87272,pending,Tee Chaisawat,false
CL001469,P000819,2023-11-27,2023-12-01,2024-01-25,water_damage,578405,paid,Somchai Sukhumvit,false
CL001470,P004844,2023-11-19,2023-11-30,,third_party_liability,282240,open,Ploy Kittikun,false
CL001471,P003781,2024-02-08,2024-02-20,2024-03-02,theft,38471,paid,Fern Phongphan,false
CL001472,P008367,2026-05-02,2026-05-10,2026-06-23,collision,130839,paid,Malee Inthanon,false
CL001473,P006916,2026-03-03,2026-03-16,,water_damage,1019267,open,Mai Boonmee,false
CL001474,P001081,2023-10-26,2023-10-30,,water_damage,1849452,open,Suda Chaisawat,false
CL001475,P002861,2024-07-10,2024-07-20,2024-08-13,collision,654850,paid,Mild Sangthong,false
CL001476,P006722,2024-08-25,2024-08-25,2024-11-03,flood,133169,paid,Wichai Kittikun,false
CL001477,P007885,2026-03-16,2026-03-29,2026-05-10,fire,126387,paid,Toon Phongphan,false
CL001478,P007240,2024-12-20,2024-12-31,2025-02-19,collision,351338,paid,Mint Sukhumvit,false
CL001479,P000248,2026-05-02,2026-05-06,,fire,242600,pending,View Phutthichai,false
CL001480,P007148,2024-09-01,2024-09-03,2024-11-24,burglary,2554565,paid,Tawan Srisuk,false
CL001481,P004065,2024-12-15,2024-12-26,2025-01-19,third_party_liability,231757,paid,Nok Sangthong,false
CL001482,P000263,2024-05-10,2024-05-13,,storm,2468689,open,Bua Suwanphon,false
CL001483,P000159,2025-06-13,2025-06-26,2025-07-11,water_damage,895286,paid,Boss Rattanapan,false
CL001484,P003815,2024-09-20,2024-09-23,,collision,94958,open,Beam Watcharaphon,false
CL001485,P001993,2025-06-16,2025-06-30,,theft,619349,open,Niran Phongphan,false
CL001486,P008280,2023-09-16,2023-09-30,2023-11-18,storm,926603,paid,Pat Boonmee,false
CL001487,P005290,2026-05-08,2026-05-19,,collision,95146,pending,Suda Phromsiri,false
CL001488,P000472,2023-11-15,2023-11-22,2023-12-02,fire,61466,paid,Daeng Sangthong,false
CL001489,P008310,2023-04-17,2023-04-26,2023-05-20,fire,3242264,paid,Pim Phromsiri,false
CL001490,P004828,2023-08-20,2023-09-01,2023-11-06,fire,113246,paid,Tee Inthanon,false
CL001491,P001147,2026-02-17,2026-03-03,,third_party_liability,21631,pending,View Sukhumvit,false
CL001492,P007819,2024-02-21,2024-02-29,,third_party_liability,68068,pending,Kanya Boonmee,false
CL001493,P008446,2025-05-04,2025-05-14,2025-06-19,theft,135192,paid,Beam Sukhumvit,false
CL001494,P008569,2025-06-08,2025-06-19,,water_damage,3969792,open,Bua Wongchai,false
CL001495,P003878,2023-09-25,2023-10-07,2023-12-19,flood,516604,paid,Niran Inthanon,false
CL001496,P003915,2024-05-29,2024-05-31,2024-07-11,theft,687611,paid,Somchai Limthongkul,false
CL001497,P009575,2023-03-08,2023-03-20,,flood,2421174,pending,Niran Sukhumvit,false
CL001498,P000221,2023-12-26,2024-01-06,2024-02-07,flood,555035,paid,Earth Phromsiri,false
CL001499,P001865,2026-04-25,2026-04-28,2026-05-21,fire,831962,paid,View Suwanphon,false
CL001500,P009185,2025-11-14,2025-11-18,,flood,78649,open,Tee Limthongkul,false
CL001501,P001684,2022-08-23,2022-09-04,2022-11-14,flood,67976,paid,Malee Chaiyaporn,false
CL001502,P009816,2024-11-30,2024-12-04,2025-02-16,third_party_liability,83606,paid,Praew Kittikun,false
CL001503,P007328,2025-02-14,2025-02-16,2025-02-25,third_party_liability,313980,paid,Praew Rattanapan,false
CL001504,P004920,2023-11-27,2023-12-11,,fire,461187,open,Kanya Watcharaphon,false
CL001505,P008275,2024-10-15,2024-10-20,,fire,48781,pending,Bank Charoensuk,false
CL001506,P009338,2025-10-20,2025-11-03,,flood,317607,open,Mai Phongphan,false
CL001507,P007096,2025-07-09,2025-07-09,2025-08-18,theft,402805,paid,Fern Thongdee,false
CL001508,P003052,2025-02-10,2025-02-19,,collision,258860,open,Nok Rattanapan,false
CL001509,P008279,2023-07-11,2023-07-19,2023-08-05,collision,117465,paid,Suda Sangthong,false
CL001510,P009414,2024-01-28,2024-02-10,2024-03-13,third_party_liability,592782,paid,Malee Kittikun,true
CL001511,P003523,2024-12-22,2025-01-02,2025-03-27,collision,24805,paid,Kanya Watcharaphon,false
CL001512,P004480,2023-09-26,2023-10-04,,fire,556048,open,Malee Saetang,false
CL001513,P005905,2025-05-28,2025-05-28,,storm,1274667,pending,Mild Inthanon,false
CL001514,P006574,2026-03-13,2026-03-16,2026-06-08,collision,123250,paid,Pim Phutthichai,false
CL001515,P002944,2024-03-10,2024-03-10,2024-04-12,burglary,2335787,paid,View Thongdee,false
CL001516,P004418,2025-02-27,2025-02-28,2025-05-29,flood,52387,paid,Fern Sangthong,false
CL001517,P007324,2025-10-24,2025-10-27,2025-12-27,flood,946772,paid,Suda Inthanon,false
CL001518,P001979,2023-02-11,2023-02-14,,flood,33957,pending,Earth Saetang,false
CL001519,P004471,2023-04-25,2023-05-09,,collision,33820,open,Bua Kittikun,false
CL001520,P003686,2025-05-30,2025-06-02,2025-07-07,fire,379750,paid,Ploy Charoensuk,false
CL001521,P003643,2025-07-17,2025-07-30,2025-09-19,storm,154865,paid,Nok Phongphan,false
CL001522,P005002,2023-12-20,2024-01-03,2024-03-10,fire,589508,paid,Eak Charoensuk,true
CL001523,P005297,2024-08-03,2024-08-14,2024-09-30,collision,229619,paid,Beam Wongchai,false
CL001524,P005702,2023-12-08,2023-12-18,2024-02-15,flood,458499,denied,Boss Rattanapan,false
CL001525,P003658,2023-05-15,2023-05-21,2023-06-05,fire,36026,paid,Malee Chaisawat,false
CL001526,P002356,2024-03-28,2024-04-03,,burglary,4790492,open,Tawan Rattanapan,false
CL001527,P006939,2023-11-07,2023-11-09,,collision,230442,pending,Boss Saetang,false
CL001528,P000814,2024-01-09,2024-01-10,2024-02-17,flood,522704,paid,Anong Inthanon,false
CL001529,P008199,2024-12-05,2024-12-12,,fire,89062,pending,Anong Saetang,false
CL001530,P008441,2025-06-22,2025-06-22,,third_party_liability,86976,pending,Nok Saetang,false
CL001531,P007074,2024-06-11,2024-06-11,,fire,663203,open,Kanya Inthanon,false
CL001532,P009105,2022-06-27,2022-07-09,,collision,132167,pending,Wichai Phongphan,false
CL001533,P007295,2023-08-03,2023-08-12,2023-11-09,theft,408768,paid,Chai Srisuk,false
CL001534,P003188,2025-12-06,2025-12-13,2026-03-01,burglary,5133415,paid,Tee Boonmee,false
CL001535,P001685,2023-06-26,2023-07-09,,flood,215152,pending,Fern Phongphan,false
CL001536,P002099,2023-12-29,2023-12-31,2024-03-10,theft,152215,paid,Mai Inthanon,false
CL001537,P002143,2025-02-02,2025-02-02,,fire,151501,open,Anong Phutthichai,false
CL001538,P004959,2022-04-21,2022-04-23,2022-07-18,collision,697570,denied,Suda Phongphan,false
CL001539,P000357,2022-12-03,2022-12-06,2022-12-13,fire,1936560,denied,Fern Rattanapan,false
CL001540,P008352,2024-06-07,2024-06-15,2024-07-16,flood,342921,paid,Apinya Phongphan,false
CL001541,P009135,2026-02-24,2026-03-01,2026-05-07,collision,510357,paid,Apinya Boonmee,false
CL001542,P001963,2024-06-26,2024-06-29,,collision,712759,pending,Tawan Srisuk,false
CL001543,P004467,2025-08-21,2025-09-01,2025-11-24,burglary,556237,denied,Malee Thongdee,false
CL001544,P000238,2023-09-06,2023-09-12,2023-10-11,fire,189214,denied,View Suwanphon,false
CL001545,P009049,2026-04-08,2026-04-12,2026-05-06,fire,3815826,paid,Ploy Thongdee,false
CL001546,P003627,2024-03-08,2024-03-08,2024-04-28,third_party_liability,489029,paid,Nok Sukhumvit,false
CL001547,P008928,2023-09-27,2023-10-01,,flood,6969095,open,Niran Srisuk,false
CL001548,P005702,2024-07-13,2024-07-19,2024-10-15,flood,460789,denied,Pim Thongdee,false
CL001549,P009786,2024-08-18,2024-08-18,2024-09-25,fire,761696,paid,Eak Suwanphon,false
CL001550,P005938,2024-09-17,2024-09-27,2024-10-14,third_party_liability,200000,denied,Wichai Saetang,false
CL001551,P009661,2024-09-16,2024-09-30,2024-12-11,storm,154898,paid,Mild Sukhumvit,false
CL001552,P004817,2023-07-23,2023-07-31,,theft,214371,pending,Toon Inthanon,false
CL001553,P005420,2025-10-09,2025-10-13,,collision,110842,open,Nok Rattanapan,false
CL001554,P000813,2023-01-30,2023-02-02,2023-05-03,theft,337271,denied,Apinya Watcharaphon,false
CL001555,P009987,2024-07-21,2024-07-30,2024-09-18,third_party_liability,671478,paid,Bua Chaisawat,false
CL001556,P004222,2026-03-31,2026-04-08,,burglary,7227520,open,Bank Watcharaphon,false
CL001557,P000014,2024-06-17,2024-06-17,2024-08-14,collision,56813,paid,Tawan Thongdee,false
CL001558,P004253,2025-02-21,2025-02-22,2025-04-18,theft,16838,paid,Fern Saetang,false
CL001559,P003715,2026-02-22,2026-03-08,2026-03-25,third_party_liability,232774,paid,Beam Wongchai,false
CL001560,P007125,2025-05-13,2025-05-19,,theft,64659,pending,Ploy Rattanapan,false
CL001561,P004626,2023-09-12,2023-09-14,2023-11-11,flood,4608124,paid,Earth Watcharaphon,false
CL001562,P000432,2026-03-03,2026-03-08,2026-04-17,third_party_liability,418843,paid,Praew Suwanphon,false
CL001563,P008728,2024-11-08,2024-11-21,2024-12-19,fire,95141,paid,Tawan Charoensuk,false
CL001564,P003786,2024-10-08,2024-10-22,2024-12-24,fire,172223,paid,Daeng Inthanon,false
CL001565,P000631,2024-02-03,2024-02-14,2024-04-26,third_party_liability,381658,paid,Boss Charoensuk,false
CL001566,P009769,2026-04-28,2026-05-12,2026-06-21,theft,356926,paid,Nan Suwanphon,false
CL001567,P008643,2023-10-28,2023-11-04,2024-01-12,theft,31217,paid,Somchai Rattanapan,false
CL001568,P009005,2024-10-14,2024-10-14,2024-11-06,fire,3638181,paid,Beam Sukhumvit,false
CL001569,P005447,2025-11-21,2025-11-21,2026-02-17,theft,480302,paid,Mint Thongdee,false
CL001570,P009502,2025-09-11,2025-09-21,2025-10-18,theft,112763,paid,Pat Kanchanaburi,false
CL001571,P002119,2025-03-02,2025-03-08,,third_party_liability,85395,pending,Fern Srisuk,false
CL001572,P008881,2025-09-20,2025-09-29,2025-12-23,flood,1494258,paid,Bank Inthanon,false
CL001573,P002439,2024-04-24,2024-05-07,2024-06-11,flood,576922,paid,Tawan Kittikun,false
CL001574,P001297,2026-03-03,2026-03-17,2026-05-16,fire,899746,paid,Nan Limthongkul,false
CL001575,P001346,2024-06-18,2024-06-23,,fire,4421156,open,Niran Kanchanaburi,false
CL001576,P007961,2025-09-22,2025-10-01,2025-10-23,collision,90977,paid,Ploy Boonmee,false
CL001577,P008319,2026-04-17,2026-04-24,,flood,254037,open,Pim Srisuk,false
CL001578,P008937,2024-03-24,2024-03-25,,third_party_liability,637577,pending,Somchai Wongchai,false
CL001579,P006073,2025-07-20,2025-08-01,2025-09-21,flood,4940057,paid,Anong Boonmee,false
CL001580,P000170,2022-10-01,2022-10-08,,flood,432792,open,Mint Kanchanaburi,false
CL001581,P003049,2024-02-09,2024-02-18,,water_damage,1704126,pending,Mai Rattanapan,false
CL001582,P005743,2026-05-01,2026-05-02,2026-07-06,flood,431234,paid,Tee Phongphan,false
CL001583,P004998,2026-04-26,2026-04-28,2026-07-04,collision,515711,paid,Kanya Sukhumvit,false
CL001584,P009824,2025-12-02,2025-12-05,2026-03-04,flood,78243,paid,Bua Boonmee,false
CL001585,P008776,2025-12-16,2025-12-24,2026-03-17,fire,21483,paid,Niran Limthongkul,true
CL001586,P001651,2025-04-12,2025-04-16,2025-05-27,fire,346687,paid,Tawan Charoensuk,false
CL001587,P003945,2023-12-31,2024-01-02,2024-03-23,third_party_liability,88062,paid,Anong Kanchanaburi,false
CL001588,P005220,2025-01-25,2025-02-01,2025-03-08,third_party_liability,172663,paid,Toon Boonmee,false
CL001589,P009156,2023-12-04,2023-12-18,2024-03-16,storm,4324731,paid,Suda Thongdee,false
CL001590,P001963,2024-02-02,2024-02-14,2024-03-08,third_party_liability,496601,paid,View Watcharaphon,false
CL001591,P004688,2025-07-20,2025-07-31,2025-08-13,fire,3606154,paid,Nan Kanchanaburi,false
CL001592,P002044,2025-10-09,2025-10-23,2025-11-28,third_party_liability,174297,paid,Tawan Saetang,false
CL001593,P005129,2023-12-20,2023-12-29,2024-01-14,fire,5648196,paid,Nan Charoensuk,false
CL001594,P001138,2024-02-13,2024-02-17,2024-04-07,third_party_liability,113710,paid,Mint Boonmee,false
CL001595,P008586,2024-10-30,2024-11-12,2025-01-24,flood,343572,paid,Bua Srisuk,false
CL001596,P002571,2023-06-19,2023-06-20,,collision,474136,open,Mai Rattanapan,false
CL001597,P002202,2023-12-23,2024-01-06,2024-01-18,third_party_liability,319175,paid,Niran Inthanon,false
CL001598,P000604,2024-09-19,2024-09-23,,flood,6587262,pending,Bank Chaiyaporn,false
CL001599,P005213,2023-06-01,2023-06-15,2023-09-06,flood,30444,paid,Pim Sukhumvit,false
CL001600,P008089,2026-02-23,2026-02-27,,theft,181872,pending,Kanya Watcharaphon,false
CL001601,P000861,2025-10-12,2025-10-19,2025-11-16,storm,516671,paid,Fern Saetang,false
CL001602,P004303,2026-05-06,2026-05-07,2026-06-11,third_party_liability,198490,paid,Pat Limthongkul,false
CL001603,P004310,2023-08-18,2023-08-20,2023-09-22,third_party_liability,911458,paid,Anong Rattanapan,false
CL001604,P004936,2024-09-18,2024-09-21,2024-12-09,flood,99550,paid,Malee Kanchanaburi,false
CL001605,P003812,2024-07-02,2024-07-05,,fire,391685,pending,Nok Phutthichai,false
CL001606,P007507,2025-02-03,2025-02-10,2025-02-24,theft,446383,paid,Nok Wongchai,false
CL001607,P009006,2023-09-16,2023-09-30,2023-10-28,fire,5129830,paid,View Chaisawat,false
CL001608,P000493,2026-04-16,2026-04-29,,flood,4907994,pending,Eak Wongchai,false
CL001609,P005064,2026-04-10,2026-04-15,,flood,420002,open,Boss Saetang,false
CL001610,P001954,2024-11-06,2024-11-18,2025-01-20,fire,176308,paid,Malee Chaiyaporn,false
CL001611,P007974,2026-02-07,2026-02-13,2026-04-10,flood,549116,paid,Eak Charoensuk,false
CL001612,P006119,2026-04-26,2026-05-06,2026-06-10,theft,248921,paid,Malee Kanchanaburi,false
CL001613,P002274,2025-03-21,2025-03-30,2025-05-04,flood,7491509,paid,Mint Phromsiri,false
CL001614,P003916,2026-02-10,2026-02-10,2026-05-09,flood,156905,paid,Pim Phutthichai,false
CL001615,P005050,2023-06-18,2023-06-30,,fire,47313,open,Kanya Inthanon,false
CL001616,P004184,2025-03-01,2025-03-06,2025-05-25,collision,299663,paid,Somchai Kittikun,false
CL001617,P003416,2025-07-10,2025-07-24,,flood,372743,pending,Chai Srisuk,false
CL001618,P004133,2026-01-02,2026-01-04,,flood,127142,pending,Ploy Phutthichai,false
CL001619,P000216,2024-03-12,2024-03-13,,flood,113946,open,Nan Suwanphon,false
CL001620,P005924,2024-02-21,2024-02-24,2024-03-02,collision,247618,paid,Tee Rattanapan,false
CL001621,P006916,2026-04-14,2026-04-24,2026-07-03,water_damage,916024,paid,Chai Inthanon,false
CL001622,P004191,2025-11-05,2025-11-11,2025-11-21,storm,507603,paid,Mai Thongdee,false
CL001623,P000099,2024-01-02,2024-01-13,2024-03-29,fire,699570,paid,Pat Wongchai,false
CL001624,P001404,2023-05-13,2023-05-19,2023-07-09,flood,3969206,paid,Eak Chaiyaporn,false
CL001625,P002825,2024-08-13,2024-08-22,2024-10-24,fire,77823,paid,Bank Suwanphon,false
CL001626,P009742,2023-05-12,2023-05-22,,flood,42919,pending,Niran Kittikun,false
CL001627,P003062,2026-04-23,2026-05-02,2026-05-21,fire,51131,paid,Suda Wongchai,false
CL001628,P006287,2024-08-22,2024-08-26,,flood,3889048,open,Malee Suwanphon,false
CL001629,P008005,2025-07-13,2025-07-25,2025-08-29,flood,83056,paid,Fern Chaisawat,false
CL001630,P003546,2025-08-10,2025-08-13,2025-08-24,collision,321129,paid,Tee Saetang,false
CL001631,P004384,2024-03-18,2024-03-29,2024-05-09,collision,107100,paid,Somchai Charoensuk,false
CL001632,P009485,2023-09-24,2023-10-04,2023-11-02,burglary,3653822,paid,Somchai Phongphan,false
CL001633,P001172,2023-12-09,2023-12-16,2024-01-30,fire,2847417,paid,Fern Wongchai,false
CL001634,P000660,2025-11-19,2025-11-25,2026-02-09,flood,435177,paid,Eak Sangthong,false
CL001635,P004484,2025-12-16,2025-12-19,2026-01-22,fire,90457,paid,Daeng Chaisawat,false
CL001636,P005298,2023-03-20,2023-03-29,2023-05-09,storm,1243326,paid,Bank Inthanon,false
CL001637,P001583,2026-02-22,2026-03-05,2026-05-02,flood,494948,paid,Apinya Suwanphon,false
CL001638,P005461,2024-12-15,2024-12-21,2025-02-21,collision,218518,paid,Bua Boonmee,true
CL001639,P008179,2024-11-03,2024-11-16,,flood,207501,pending,Niran Chaiyaporn,false
CL001640,P006621,2024-09-30,2024-10-10,2024-10-21,flood,790124,paid,Somchai Kanchanaburi,false
CL001641,P001308,2025-09-09,2025-09-17,,burglary,1933263,pending,Toon Boonmee,false
CL001642,P005045,2025-12-31,2026-01-07,,third_party_liability,91248,open,Bua Sangthong,false
CL001643,P006225,2026-01-24,2026-02-06,2026-03-11,fire,98589,paid,Apinya Srisuk,false
CL001644,P009428,2023-06-08,2023-06-20,2023-07-25,water_damage,69034,paid,Wichai Limthongkul,false
CL001645,P003265,2023-06-26,2023-06-30,2023-08-03,flood,127416,denied,Mild Limthongkul,false
CL001646,P003052,2025-02-23,2025-02-25,2025-04-22,fire,372972,paid,Boss Watcharaphon,false
CL001647,P007522,2024-11-14,2024-11-16,2024-12-12,fire,137915,paid,Suda Sukhumvit,false
CL001648,P009278,2024-01-01,2024-01-05,2024-02-15,collision,41497,paid,Mai Charoensuk,true
CL001649,P001173,2023-11-23,2023-11-30,,fire,2996490,open,Nan Saetang,false
CL001650,P002262,2023-03-19,2023-03-27,2023-06-05,third_party_liability,851361,paid,View Kanchanaburi,false
CL001651,P008795,2024-11-06,2024-11-18,2024-12-06,theft,166307,paid,Wichai Srisuk,false
CL001652,P002842,2025-10-21,2025-11-01,2025-11-08,flood,863910,paid,Nok Watcharaphon,false
CL001653,P005944,2024-01-13,2024-01-20,,third_party_liability,96794,pending,Somchai Suwanphon,false
CL001654,P007580,2024-08-29,2024-09-05,2024-11-01,flood,309812,paid,Toon Sukhumvit,false
CL001655,P002982,2026-02-22,2026-03-07,2026-05-22,third_party_liability,25901,paid,Bank Saetang,false
CL001656,P003353,2026-03-04,2026-03-16,2026-04-02,third_party_liability,615037,paid,Boss Chaiyaporn,false
CL001657,P004346,2024-07-13,2024-07-21,2024-09-28,flood,2060668,paid,Tee Chaiyaporn,false
CL001658,P001436,2023-05-26,2023-06-08,2023-07-21,theft,43521,paid,Tawan Phromsiri,false
CL001659,P005138,2025-08-06,2025-08-20,2025-10-31,fire,1151322,paid,View Chaiyaporn,false
CL001660,P009306,2023-03-10,2023-03-24,2023-04-18,third_party_liability,158881,paid,Ploy Suwanphon,false
CL001661,P000568,2022-06-18,2022-06-24,,third_party_liability,36702,pending,Bank Boonmee,false
CL001662,P006429,2024-11-06,2024-11-14,2024-12-25,collision,213318,paid,Niran Rattanapan,false
CL001663,P008675,2024-01-26,2024-02-01,2024-04-08,collision,136620,paid,Somchai Phongphan,false
CL001664,P006900,2026-03-18,2026-03-18,2026-06-01,fire,176135,paid,Nok Phongphan,false
CL001665,P003054,2025-06-10,2025-06-16,2025-06-24,fire,394816,paid,Toon Watcharaphon,false
CL001666,P001654,2024-09-22,2024-09-24,,flood,2690050,pending,Wichai Wongchai,false
CL001667,P000665,2022-07-09,2022-07-12,2022-08-25,flood,25021,paid,Toon Saetang,false
CL001668,P006881,2024-05-11,2024-05-13,2024-07-20,theft,367803,paid,Nok Charoensuk,false
CL001669,P009712,2022-10-14,2022-10-17,,storm,3672232,pending,Mai Inthanon,false
CL001670,P000489,2023-12-10,2023-12-15,2024-02-29,collision,512000,paid,Daeng Phromsiri,false
CL001671,P008374,2026-03-05,2026-03-08,2026-05-29,fire,205826,paid,Toon Phromsiri,false
CL001672,P003298,2026-02-03,2026-02-07,,third_party_liability,980968,open,Beam Kittikun,false
CL001673,P007543,2025-12-22,2025-12-24,2026-02-10,collision,656675,paid,Tawan Phutthichai,false
CL001674,P001790,2023-04-19,2023-04-26,2023-06-30,fire,35789,paid,Wichai Chaisawat,false
CL001675,P009642,2025-02-28,2025-03-13,2025-04-02,burglary,2509030,paid,Niran Phutthichai,false
CL001676,P003868,2024-05-20,2024-05-27,2024-07-13,theft,587022,paid,Tee Chaiyaporn,false
CL001677,P002733,2023-10-17,2023-10-30,,flood,109056,pending,Beam Sukhumvit,false
CL001678,P006030,2022-11-14,2022-11-19,2022-11-30,burglary,810937,paid,Daeng Phongphan,true
CL001679,P001776,2026-03-22,2026-03-23,,collision,31183,pending,Pat Chaisawat,false
CL001680,P008709,2024-06-07,2024-06-20,2024-07-22,flood,271000,paid,Chai Sukhumvit,false
CL001681,P003558,2024-05-17,2024-05-20,2024-07-18,collision,229944,paid,Wichai Inthanon,false
CL001682,P003067,2025-05-18,2025-05-23,,water_damage,455080,open,Somchai Chaiyaporn,false
CL001683,P007576,2024-11-18,2024-11-30,2025-01-08,burglary,3615322,paid,Nan Sangthong,false
CL001684,P001414,2026-05-03,2026-05-04,2026-07-20,flood,159649,paid,Chai Watcharaphon,false
CL001685,P003487,2025-10-24,2025-11-02,2026-01-21,third_party_liability,489352,denied,View Charoensuk,false
CL001686,P003404,2023-03-03,2023-03-11,2023-03-21,fire,650755,paid,Mint Saetang,false
CL001687,P000237,2024-01-02,2024-01-13,2024-01-27,flood,452761,paid,Pim Srisuk,false
CL001688,P009240,2023-09-03,2023-09-03,2023-11-16,flood,662407,paid,Somchai Phutthichai,false
CL001689,P003646,2026-01-15,2026-01-27,2026-03-07,third_party_liability,192793,paid,Apinya Kittikun,false
CL001690,P005607,2026-04-22,2026-04-24,2026-06-17,flood,4259880,paid,Bua Kittikun,false
CL001691,P004614,2023-11-08,2023-11-08,,storm,2875815,pending,Apinya Watcharaphon,false
CL001692,P008677,2024-08-04,2024-08-05,2024-08-30,theft,376282,paid,Nan Suwanphon,true
