policy_id,customer_id,agent_id,product_line,product_subtype,effective_date,expiry_date,sum_insured_thb,annual_premium_thb,payment_frequency,status
P001925,C00805,A0049,motor,motor_voluntary,2023-08-20,2024-08-19,1703498,66279,quarterly,active
P001926,C02314,A0029,motor,motor_voluntary,2024-04-25,2025-04-25,1432315,35781,annual,active
P001927,C02783,A0027,motor,motor_voluntary,2023-07-10,2024-07-09,1157430,49549,quarterly,active
P001928,C02145,A0037,motor,motor_compulsory,2025-03-04,2026-03-04,352143,17541,quarterly,lapsed
P001929,C01927,A0036,property,property_fire,2022-08-06,2023-08-06,7778415,78016,monthly,active
P001930,C01669,A0016,motor,motor_compulsory,2022-04-13,2023-04-13,1417172,56791,monthly,active
P001931,C02089,A0011,motor,motor_voluntary,2024-01-05,2025-01-04,2077856,85543,monthly,active
P001932,C00432,A0005,motor,motor_compulsory,2026-02-02,2027-02-02,1495693,55007,quarterly,active
P001933,C00293,A0038,motor,motor_voluntary,2025-07-08,2026-07-08,1630761,54029,monthly,active
P001934,C00242,A0010,property,property_flood,2023-10-04,2024-10-03,19746283,157457,annual,lapsed
P001935,C00761,A0016,property,property_allrisk,2023-05-31,2024-05-30,11723652,119985,annual,active
P001936,C02436,A0042,property,property_fire,2025-06-15,2026-06-15,15013864,46792,monthly,active
P001937,C00776,A0026,motor,motor_compulsory,2024-11-30,2025-11-30,933866,29267,quarterly,active
P001938,C00938,A0029,motor,motor_compulsory,2024-02-02,2025-02-01,2199109,106526,quarterly,active
P001939,C02123,A0035,property,property_allrisk,2024-08-31,2025-08-31,15878116,150406,monthly,lapsed
P001940,C02133,A0024,property,property_allrisk,2026-03-20,2027-03-20,5680706,53868,monthly,active
P001941,C00952,A0035,property,property_fire,2025-06-05,2026-06-05,4765383,27792,quarterly,active
P001942,C01509,A0004,motor,motor_compulsory,2025-05-11,2026-05-11,1994427,57051,annual,active
P001943,C00915,A0017,motor,motor_voluntary,2024-03-05,2025-03-05,2484201,64758,quarterly,lapsed
P001944,C01019,A0041,motor,motor_voluntary,2024-10-17,2025-10-17,944394,40403,quarterly,active
P001945,C02368,A0010,property,property_allrisk,2024-05-08,2025-05-08,13644060,65829,monthly,active
P001946,C01298,A0022,motor,motor_compulsory,2024-10-19,2025-10-19,780519,22140,annual,active
P001947,C00681,A0018,motor,motor_voluntary,2023-10-18,2024-10-17,1887907,48653,annual,active
P001948,C01597,A0050,property,property_fire,2023-08-14,2024-08-13,16568829,62929,monthly,active
P001949,C01028,A0031,property,property_flood,2025-02-12,2026-02-12,18154666,203032,quarterly,active
P001950,C01144,A0031,property,property_fire,2023-07-24,2024-07-23,8234333,71584,annual,active
P001951,C00504,A0040,property,property_flood,2023-07-16,2024-07-15,7221690,48521,monthly,lapsed
P001952,C00572,A0033,motor,motor_compulsory,2023-12-26,2024-12-25,578646,24972,annual,active
P001953,C02056,A0024,motor,motor_compulsory,2024-01-20,2025-01-19,977748,29777,quarterly,active
P001954,C00980,A0006,motor,motor_compulsory,2023-12-03,2024-12-02,470214,21300,quarterly,lapsed
P001955,C01766,A0031,property,property_fire,2022-06-12,2023-06-12,8792762,53850,monthly,active
P001956,C01558,A0024,motor,motor_compulsory,2025-07-03,2026-07-03,238048,6963,quarterly,active
P001957,C00245,A0034,motor,motor_compulsory,2023-10-30,2024-10-29,784189,17857,quarterly,active
P001958,C01796,A0025,motor,motor_compulsory,2024-08-21,2025-08-21,2449182,72035,monthly,active
P001959,C00726,A0034,motor,motor_voluntary,2023-12-15,2024-12-14,1084580,22351,annual,active
P001960,C00829,A0016,property,property_flood,2024-03-13,2025-03-13,10713328,70231,monthly,active
P001961,C00624,A0033,property,property_allrisk,2023-02-08,2024-02-08,14000493,47278,monthly,cancelled
P001962,C02735,A0032,motor,motor_voluntary,2023-04-11,2024-04-10,1899639,55750,quarterly,active
P001963,C02785,A0003,motor,motor_voluntary,2023-10-30,2024-10-29,2016583,89154,monthly,active
P001964,C00589,A0034,property,property_fire,2024-04-26,2025-04-26,4285694,27830,quarterly,active
P001965,C02521,A0025,motor,motor_compulsory,2023-01-06,2024-01-06,1483570,32892,monthly,active
P001966,C02159,A0028,motor,motor_compulsory,2023-08-02,2024-08-01,518568,22253,monthly,active
P001967,C01214,A0027,motor,motor_compulsory,2023-02-03,2024-02-03,383540,16182,annual,lapsed
P001968,C00434,A0047,motor,motor_voluntary,2024-04-29,2025-04-29,2054710,57234,quarterly,active
P001969,C02236,A0035,property,property_fire,2023-02-18,2024-02-18,11477826,63094,quarterly,active
P001970,C00230,A0012,motor,motor_compulsory,2023-10-30,2024-10-29,1126307,51191,annual,active
P001971,C00058,A0030,motor,motor_voluntary,2022-09-18,2023-09-18,2401304,89249,monthly,lapsed
P001972,C00692,A0016,property,property_flood,2023-12-18,2024-12-17,1513774,13901,annual,active
P001973,C01392,A0015,motor,motor_compulsory,2025-06-07,2026-06-07,327638,14814,monthly,active
P001974,C01462,A0017,motor,motor_voluntary,2024-06-05,2025-06-05,2295541,98521,annual,active
P001975,C02372,A0012,property,property_fire,2026-02-05,2027-02-05,19888016,224177,monthly,active
P001976,C00195,A0033,motor,motor_voluntary,2024-03-16,2025-03-16,2329218,113540,annual,active
P001977,C00493,A0011,property,property_flood,2025-06-21,2026-06-21,12885487,54740,quarterly,active
P001978,C00934,A0046,motor,motor_voluntary,2024-11-01,2025-11-01,1601587,78390,monthly,active
P001979,C02819,A0049,motor,motor_voluntary,2022-09-10,2023-09-10,1171752,54629,monthly,active
P001980,C00982,A0036,motor,motor_voluntary,2025-03-24,2026-03-24,2239874,61637,monthly,active
P001981,C01053,A0014,motor,motor_compulsory,2024-04-20,2025-04-20,1440204,30846,annual,active
P001982,C00079,A0013,motor,motor_compulsory,2026-02-25,2027-02-25,847432,38379,monthly,active
P001983,C00525,A0038,property,property_flood,2023-02-26,2024-02-26,14787076,129610,annual,active
P001984,C02749,A0033,motor,motor_compulsory,2023-04-28,2024-04-27,285369,8555,quarterly,active
P001985,C01912,A0032,motor,motor_compulsory,2023-08-30,2024-08-29,316315,14262,monthly,lapsed
P001986,C02327,A0007,motor,motor_voluntary,2024-06-10,2025-06-10,2227117,61455,annual,active
P001987,C01616,A0034,motor,motor_voluntary,2023-12-29,2024-12-28,2231826,107550,annual,active
P001988,C01994,A0049,property,property_flood,2025-12-21,2026-12-21,10295956,115708,monthly,active
P001989,C01551,A0047,motor,motor_compulsory,2023-01-11,2024-01-11,1786959,57443,monthly,active
P001990,C00791,A0028,property,property_allrisk,2023-01-14,2024-01-14,9835436,38671,annual,active
P001991,C02399,A0041,motor,motor_voluntary,2023-09-29,2024-09-28,1691453,76463,quarterly,active
P001992,C02490,A0050,motor,motor_voluntary,2023-08-28,2024-08-27,1236272,53421,annual,active
P001993,C02290,A0004,motor,motor_compulsory,2025-05-31,2026-05-31,1766436,42344,monthly,active
P001994,C00613,A0017,motor,motor_voluntary,2025-08-20,2026-08-20,1992451,51582,annual,active
P001995,C02111,A0015,motor,motor_voluntary,2025-02-28,2026-02-28,1618945,44234,annual,active
P001996,C01627,A0003,motor,motor_voluntary,2023-12-16,2024-12-15,1701125,46287,annual,lapsed
P001997,C01189,A0046,motor,motor_compulsory,2026-02-18,2027-02-18,989393,25155,monthly,lapsed
P001998,C02980,A0032,motor,motor_compulsory,2024-09-15,2025-09-15,2250323,101428,monthly,active
P001999,C01709,A0030,motor,motor_compulsory,2026-04-20,2027-04-20,2142854,45231,annual,active
P002000,C01964,A0029,motor,motor_compulsory,2025-03-08,2026-03-08,1729217,77272,monthly,active
P002001,C01645,A0035,motor,motor_voluntary,2023-04-27,2024-04-26,331361,13221,annual,active
P002002,C02036,A0021,motor,motor_voluntary,2022-04-23,2023-04-23,2376377,109211,quarterly,active
P002003,C02060,A0043,motor,motor_compulsory,2023-11-27,2024-11-26,1100001,23046,annual,lapsed
P002004,C00414,A0025,motor,motor_compulsory,2025-05-19,2026-05-19,486699,19625,quarterly,active
P002005,C01081,A0035,motor,motor_voluntary,2024-09-23,2025-09-23,1171397,37842,quarterly,active
P002006,C01955,A0045,motor,motor_compulsory,2023-08-15,2024-08-14,2084306,100028,monthly,active
P002007,C02010,A0049,motor,motor_voluntary,2026-04-16,2027-04-16,802178,36282,annual,active
P002008,C02171,A0019,motor,motor_compulsory,2023-02-19,2024-02-19,890402,24706,monthly,active
P002009,C02893,A0018,property,property_allrisk,2024-01-01,2024-12-31,19799183,198100,monthly,active
P002010,C02024,A0002,motor,motor_compulsory,2024-10-19,2025-10-19,1052290,24959,quarterly,active
P002011,C00243,A0048,property,property_allrisk,2022-11-09,2023-11-09,9571520,50704,annual,active
P002012,C00209,A0047,motor,motor_compulsory,2024-06-01,2025-06-01,1750179,56546,quarterly,cancelled
P002013,C00661,A0012,motor,motor_voluntary,2023-02-25,2024-02-25,2064506,88901,annual,active
P002014,C02412,A0046,motor,motor_compulsory,2024-02-27,2025-02-26,1481377,36465,quarterly,active
P002015,C01671,A0041,motor,motor_voluntary,2025-09-10,2026-09-10,1772167,41552,quarterly,active
P002016,C02733,A0047,property,property_allrisk,2025-08-03,2026-08-03,13288479,100707,monthly,active
P002017,C00586,A0023,property,property_allrisk,2023-08-25,2024-08-24,3245690,36326,annual,active
P002018,C00799,A0046,property,property_fire,2025-10-11,2026-10-11,15433918,142591,quarterly,active
P002019,C00647,A0023,motor,motor_voluntary,2024-04-04,2025-04-04,2194240,62940,quarterly,active
P002020,C01626,A0032,property,property_fire,2024-02-16,2025-02-15,2568380,14489,quarterly,active
P002021,C02895,A0048,motor,motor_compulsory,2023-11-15,2024-11-14,202507,6709,annual,active
P002022,C00731,A0045,motor,motor_compulsory,2024-03-26,2025-03-26,2003443,52870,quarterly,active
P002023,C02947,A0027,motor,motor_voluntary,2026-01-26,2027-01-26,1433584,37731,quarterly,active
P002024,C01624,A0041,motor,motor_voluntary,2024-12-13,2025-12-13,2038796,42894,monthly,cancelled
P002025,C01715,A0004,motor,motor_compulsory,2023-05-10,2024-05-09,2340248,68497,quarterly,active
P002026,C00088,A0026,motor,motor_compulsory,2023-04-02,2024-04-01,2349047,58085,annual,active
P002027,C01055,A0002,property,property_allrisk,2024-01-14,2025-01-13,12774959,42097,annual,active
P002028,C02918,A0028,motor,motor_compulsory,2024-02-29,2025-02-28,1149737,26223,quarterly,active
P002029,C00733,A0018,motor,motor_compulsory,2023-01-09,2024-01-09,1554641,44454,monthly,active
P002030,C02051,A0048,motor,motor_voluntary,2022-08-18,2023-08-18,1927523,95094,quarterly,active
P002031,C02128,A0003,property,property_allrisk,2025-01-18,2026-01-18,19459961,174940,quarterly,active
P002032,C02677,A0036,motor,motor_voluntary,2025-06-27,2026-06-27,685467,18307,quarterly,active
P002033,C00046,A0048,motor,motor_compulsory,2023-08-14,2024-08-13,1761496,42278,quarterly,active
P002034,C02303,A0026,motor,motor_compulsory,2023-11-17,2024-11-16,235227,7274,annual,active
P002035,C02387,A0045,motor,motor_compulsory,2024-01-27,2025-01-26,1413386,32194,annual,active
P002036,C01765,A0002,motor,motor_voluntary,2023-11-05,2024-11-04,1533636,56498,monthly,active
P002037,C02406,A0049,motor,motor_voluntary,2023-05-09,2024-05-08,1603943,64102,quarterly,active
P002038,C02409,A0022,motor,motor_compulsory,2024-02-16,2025-02-15,516905,23767,monthly,active
P002039,C01370,A0034,motor,motor_voluntary,2024-07-01,2025-07-01,2105650,92813,annual,active
P002040,C00366,A0026,motor,motor_voluntary,2022-10-03,2023-10-03,2265749,74074,quarterly,active
P002041,C00579,A0009,motor,motor_voluntary,2025-06-02,2026-06-02,1541521,37707,annual,active
P002042,C02163,A0045,property,property_allrisk,2022-01-03,2023-01-03,2312854,22372,monthly,active
P002043,C02463,A0043,motor,motor_compulsory,2024-03-03,2025-03-03,503255,19356,quarterly,lapsed
P002044,C02464,A0016,motor,motor_compulsory,2025-04-02,2026-04-02,700740,31032,monthly,active
P002045,C00049,A0022,property,property_flood,2026-01-14,2027-01-14,1607916,9507,annual,active
P002046,C00104,A0022,property,property_flood,2022-08-10,2023-08-10,2402592,19025,monthly,active
P002047,C02952,A0043,motor,motor_voluntary,2024-03-29,2025-03-29,402268,12137,quarterly,active
P002048,C00399,A0027,property,property_flood,2023-08-05,2024-08-04,2276292,19833,annual,cancelled
P002049,C01191,A0028,motor,motor_compulsory,2023-10-08,2024-10-07,1953301,40357,quarterly,active
P002050,C01421,A0037,property,property_allrisk,2023-11-02,2024-11-01,5838101,44086,annual,active
P002051,C01080,A0038,property,property_allrisk,2024-07-01,2025-07-01,6324840,21910,annual,lapsed
P002052,C01003,A0015,property,property_flood,2023-08-16,2024-08-15,3511605,37311,monthly,active
P002053,C00492,A0049,property,property_allrisk,2024-12-25,2025-12-25,15520193,98165,quarterly,lapsed
P002054,C00235,A0020,motor,motor_compulsory,2023-08-12,2024-08-11,2348703,91485,monthly,active
P002055,C02165,A0025,property,property_flood,2023-07-25,2024-07-24,14290673,80260,monthly,active
P002056,C00521,A0015,property,property_flood,2024-01-25,2025-01-24,19909230,216962,monthly,active
P002057,C00386,A0012,motor,motor_voluntary,2026-02-05,2027-02-05,1337561,62598,quarterly,active
P002058,C01626,A0008,motor,motor_voluntary,2025-01-13,2026-01-13,1727039,76753,annual,active
P002059,C00149,A0034,property,property_flood,2024-02-14,2025-02-13,11835129,126602,monthly,active
P002060,C02236,A0033,motor,motor_compulsory,2025-08-28,2026-08-28,790382,31820,monthly,active
P002061,C01518,A0043,motor,motor_voluntary,2025-02-02,2026-02-02,2017688,77393,annual,active
P002062,C00340,A0012,motor,motor_voluntary,2023-03-01,2024-02-29,2123021,70203,quarterly,active
P002063,C01927,A0036,motor,motor_compulsory,2024-12-06,2025-12-06,714917,25717,annual,active
P002064,C01862,A0032,property,property_fire,2023-10-02,2024-10-01,6402236,71357,monthly,active
P002065,C00547,A0048,motor,motor_voluntary,2024-08-29,2025-08-29,1963682,46928,quarterly,lapsed
P002066,C02632,A0019,motor,motor_compulsory,2025-01-17,2026-01-17,1321793,44471,annual,active
P002067,C00507,A0034,motor,motor_voluntary,2024-01-17,2025-01-16,328558,13894,quarterly,active
P002068,C01729,A0041,property,property_flood,2026-03-19,2027-03-19,15326137,179269,quarterly,lapsed
P002069,C00400,A0006,property,property_allrisk,2023-10-06,2024-10-05,16793879,123244,annual,active
P002070,C02285,A0012,property,property_allrisk,2024-01-30,2025-01-29,1051566,8372,quarterly,active
P002071,C02640,A0015,motor,motor_voluntary,2025-09-01,2026-09-01,2491168,83227,monthly,active
P002072,C00532,A0009,property,property_flood,2022-08-20,2023-08-20,10479171,44873,quarterly,lapsed
P002073,C01827,A0044,motor,motor_compulsory,2024-01-07,2025-01-06,2200234,73774,quarterly,active
P002074,C01155,A0034,motor,motor_voluntary,2022-04-13,2023-04-13,2385927,85335,quarterly,lapsed
P002075,C01623,A0046,motor,motor_voluntary,2024-01-24,2025-01-23,1153257,47663,annual,active
P002076,C01169,A0030,motor,motor_compulsory,2023-02-02,2024-02-02,939648,41664,quarterly,active
P002077,C01945,A0004,property,property_flood,2025-10-27,2026-10-27,19805442,103369,quarterly,active
P002078,C01300,A0020,motor,motor_voluntary,2023-10-17,2024-10-16,945152,33823,quarterly,active
P002079,C02642,A0029,motor,motor_compulsory,2024-08-16,2025-08-16,2188942,82657,annual,cancelled
P002080,C02940,A0027,motor,motor_voluntary,2026-03-12,2027-03-12,2380272,118561,annual,active
P002081,C02400,A0009,property,property_fire,2024-08-18,2025-08-18,11924254,102138,annual,active
P002082,C02582,A0004,property,property_fire,2023-10-10,2024-10-09,19799714,119151,monthly,active
P002083,C00806,A0033,motor,motor_compulsory,2026-03-15,2027-03-15,1096591,38194,annual,active
P002084,C02782,A0030,motor,motor_compulsory,2026-02-26,2027-02-26,1424987,61236,annual,lapsed
P002085,C00506,A0002,motor,motor_compulsory,2023-07-18,2024-07-17,844668,37421,monthly,active
P002086,C01619,A0012,motor,motor_compulsory,2025-04-15,2026-04-15,946190,33247,quarterly,active
P002087,C00176,A0037,motor,motor_compulsory,2023-08-20,2024-08-19,1556282,58493,annual,active
P002088,C01447,A0033,motor,motor_voluntary,2022-09-29,2023-09-29,258804,10329,annual,active
P002089,C02626,A0019,motor,motor_voluntary,2023-12-24,2024-12-23,1344613,33210,annual,active
P002090,C00813,A0003,motor,motor_compulsory,2023-09-21,2024-09-20,1976451,60256,quarterly,active
P002091,C01049,A0014,motor,motor_voluntary,2023-10-31,2024-10-30,2149296,52998,monthly,active
P002092,C00872,A0017,motor,motor_compulsory,2025-07-05,2026-07-05,2143203,66855,annual,active
P002093,C00197,A0014,property,property_fire,2024-11-16,2025-11-16,14019209,142890,annual,active
P002094,C02809,A0041,motor,motor_compulsory,2023-05-04,2024-05-03,2035441,77301,monthly,active
P002095,C01083,A0026,property,property_fire,2026-03-26,2027-03-26,14855823,55977,quarterly,active
P002096,C00370,A0030,property,property_allrisk,2024-07-13,2025-07-13,17694541,185663,monthly,active
P002097,C01004,A0048,property,property_fire,2025-01-24,2026-01-24,10725113,106311,monthly,active
P002098,C01485,A0021,motor,motor_compulsory,2026-03-19,2027-03-19,1027224,32466,annual,active
P002099,C00384,A0048,motor,motor_compulsory,2023-01-22,2024-01-22,2253616,59059,monthly,active
P002100,C01098,A0047,motor,motor_voluntary,2024-09-01,2025-09-01,2391909,97248,quarterly,lapsed
P002101,C02489,A0014,property,property_fire,2023-12-16,2024-12-15,7154351,65238,annual,active
P002102,C02860,A0020,motor,motor_voluntary,2023-03-28,2024-03-27,650118,28038,quarterly,active
P002103,C00892,A0002,motor,motor_voluntary,2024-11-20,2025-11-20,1535312,33637,monthly,cancelled
P002104,C02781,A0005,motor,motor_voluntary,2023-08-30,2024-08-29,1836065,44713,quarterly,active
P002105,C02054,A0007,motor,motor_compulsory,2023-04-24,2024-04-23,2340846,79283,monthly,lapsed
P002106,C02585,A0016,motor,motor_compulsory,2025-09-02,2026-09-02,1019614,47115,annual,cancelled
P002107,C02379,A0048,motor,motor_voluntary,2023-12-01,2024-11-30,2224719,106024,annual,active
P002108,C02396,A0046,motor,motor_compulsory,2024-11-16,2025-11-16,2166345,88623,monthly,active
P002109,C00750,A0031,motor,motor_voluntary,2023-07-16,2024-07-15,1811370,69320,monthly,active
P002110,C02343,A0013,motor,motor_voluntary,2022-05-12,2023-05-12,1237197,32794,quarterly,active
P002111,C02195,A0019,property,property_allrisk,2024-05-26,2025-05-26,1661406,7325,monthly,active
P002112,C02562,A0042,motor,motor_compulsory,2023-05-19,2024-05-18,550610,22462,quarterly,active
P002113,C01494,A0022,motor,motor_compulsory,2025-08-26,2026-08-26,1935083,82408,annual,cancelled
P002114,C01324,A0036,motor,motor_voluntary,2025-01-10,2026-01-10,1123227,45807,quarterly,active
P002115,C02923,A0012,motor,motor_compulsory,2023-11-06,2024-11-05,1017718,20529,annual,active
P002116,C02040,A0007,property,property_fire,2026-01-17,2027-01-17,12972707,149895,quarterly,active
P002117,C01682,A0034,property,property_fire,2025-04-19,2026-04-19,12769209,130571,annual,lapsed
P002118,C00619,A0034,motor,motor_compulsory,2025-01-07,2026-01-07,1316031,42600,monthly,active
P002119,C02238,A0004,motor,motor_voluntary,2024-12-24,2025-12-24,715495,35747,annual,active
P002120,C01387,A0035,motor,motor_compulsory,2024-12-19,2025-12-19,1502327,66950,monthly,active
P002121,C02788,A0027,motor,motor_compulsory,2023-01-04,2024-01-04,2422058,49206,quarterly,active
P002122,C02990,A0036,motor,motor_compulsory,2023-06-12,2024-06-11,1263837,44217,quarterly,active
P002123,C01820,A0029,motor,motor_compulsory,2022-08-13,2023-08-13,1440160,45595,quarterly,active
P002124,C00640,A0045,property,property_allrisk,2025-09-09,2026-09-09,8679630,41555,quarterly,lapsed
P002125,C01987,A0019,property,property_fire,2023-06-02,2024-06-01,17844278,71912,monthly,active
P002126,C01187,A0001,motor,motor_compulsory,2022-06-18,2023-06-18,1227075,35154,quarterly,active
P002127,C02628,A0037,property,property_fire,2023-05-05,2024-05-04,9472443,68761,quarterly,lapsed
P002128,C01679,A0025,motor,motor_voluntary,2026-04-18,2027-04-18,1331125,40815,monthly,active
P002129,C02952,A0015,motor,motor_compulsory,2023-07-10,2024-07-09,681722,26038,quarterly,active
P002130,C01227,A0033,motor,motor_voluntary,2025-12-15,2026-12-15,2050612,80725,annual,active
P002131,C01037,A0017,motor,motor_compulsory,2023-10-09,2024-10-08,1719206,57731,quarterly,active
P002132,C01389,A0031,property,property_flood,2023-08-02,2024-08-01,14096398,50474,quarterly,active
P002133,C02111,A0030,motor,motor_compulsory,2022-08-16,2023-08-16,1364623,36995,quarterly,active
P002134,C01530,A0032,motor,motor_voluntary,2026-02-26,2027-02-26,541346,25894,annual,active
P002135,C00117,A0004,property,property_flood,2024-01-19,2025-01-18,8413573,34844,quarterly,active
P002136,C02255,A0024,motor,motor_compulsory,2023-08-21,2024-08-20,1402308,42799,quarterly,active
P002137,C01923,A0007,motor,motor_voluntary,2022-05-09,2023-05-09,1140015,32282,monthly,lapsed
P002138,C01378,A0016,motor,motor_voluntary,2023-04-24,2024-04-23,1235837,59483,monthly,active
P002139,C02398,A0043,motor,motor_voluntary,2025-08-25,2026-08-25,1745296,66977,annual,lapsed
P002140,C02152,A0032,motor,motor_compulsory,2023-09-03,2024-09-02,856117,30060,annual,lapsed
P002141,C00780,A0030,motor,motor_compulsory,2023-12-20,2024-12-19,2174214,76374,quarterly,active
P002142,C01577,A0027,motor,motor_compulsory,2025-11-21,2026-11-21,2111161,56124,monthly,lapsed
P002143,C00227,A0044,motor,motor_compulsory,2024-11-17,2025-11-17,2310761,102395,annual,active
P002144,C02498,A0047,motor,motor_compulsory,2023-10-15,2024-10-14,394487,13140,annual,active
P002145,C00605,A0026,motor,motor_voluntary,2024-04-18,2025-04-18,272216,13031,quarterly,active
P002146,C00322,A0048,motor,motor_voluntary,2023-09-29,2024-09-28,1649684,47328,quarterly,active
P002147,C02970,A0029,motor,motor_voluntary,2023-07-19,2024-07-18,483903,16338,monthly,lapsed
P002148,C01886,A0043,motor,motor_compulsory,2026-04-23,2027-04-23,579839,24063,monthly,lapsed
P002149,C00822,A0045,property,property_flood,2025-10-10,2026-10-10,17804538,102152,annual,active
P002150,C01792,A0034,property,property_allrisk,2024-11-24,2025-11-24,7569844,73237,monthly,active
P002151,C00187,A0027,property,property_allrisk,2023-02-19,2024-02-19,2115242,20993,annual,active
P002152,C02265,A0029,motor,motor_voluntary,2023-02-02,2024-02-02,471899,20473,monthly,active
P002153,C02332,A0036,property,property_fire,2025-12-02,2026-12-02,17223740,185766,monthly,active
P002154,C01746,A0045,motor,motor_voluntary,2022-09-05,2023-09-05,1500988,33823,monthly,active
P002155,C02056,A0014,motor,motor_compulsory,2025-04-15,2026-04-15,2425895,64219,quarterly,active
P002156,C02731,A0027,property,property_flood,2023-02-09,2024-02-09,5148080,35060,monthly,active
P002157,C00998,A0048,property,property_allrisk,2024-12-17,2025-12-17,17131253,108655,quarterly,active
P002158,C01450,A0001,motor,motor_voluntary,2025-06-24,2026-06-24,1535682,74178,quarterly,active
P002159,C02215,A0021,motor,motor_compulsory,2025-10-25,2026-10-25,2436375,96308,quarterly,active
P002160,C02578,A0010,motor,motor_voluntary,2023-01-04,2024-01-04,1085963,32881,monthly,active
P002161,C00243,A0030,motor,motor_voluntary,2023-02-03,2024-02-03,1408504,67940,annual,active
P002162,C02788,A0008,property,property_allrisk,2023-11-19,2024-11-18,9210607,37325,monthly,active
P002163,C01129,A0029,motor,motor_compulsory,2022-10-19,2023-10-19,1803929,88529,annual,active
P002164,C02625,A0036,motor,motor_voluntary,2024-09-30,2025-09-30,376547,7998,annual,active
P002165,C02666,A0025,motor,motor_compulsory,2026-03-14,2027-03-14,296904,9555,quarterly,active
P002166,C02661,A0033,motor,motor_compulsory,2024-12-14,2025-12-14,1215005,36402,monthly,lapsed
P002167,C00675,A0020,property,property_fire,2024-03-21,2025-03-21,14211771,69644,quarterly,active
P002168,C01216,A0042,motor,motor_voluntary,2022-03-08,2023-03-08,2232196,47214,annual,active
P002169,C00167,A0047,motor,motor_compulsory,2024-05-22,2025-05-22,1906962,61101,monthly,active
P002170,C01709,A0032,motor,motor_voluntary,2026-01-31,2027-01-31,276244,7789,annual,active
P002171,C00209,A0037,motor,motor_compulsory,2026-03-24,2027-03-24,638261,18540,annual,active
P002172,C00474,A0026,motor,motor_compulsory,2023-01-29,2024-01-29,1083977,24070,quarterly,active
P002173,C01556,A0039,property,property_flood,2023-10-04,2024-10-03,4444271,22247,monthly,active
P002174,C01578,A0010,motor,motor_voluntary,2022-09-25,2023-09-25,1730226,37441,quarterly,lapsed
P002175,C01649,A0038,motor,motor_voluntary,2024-03-24,2025-03-24,849226,39049,annual,active
P002176,C02617,A0038,motor,motor_voluntary,2026-04-11,2027-04-11,878639,38307,quarterly,active
P002177,C01849,A0008,motor,motor_compulsory,2026-03-01,2027-03-01,355712,13040,quarterly,active
P002178,C01738,A0003,property,property_flood,2024-11-20,2025-11-20,8397775,31961,quarterly,active
P002179,C01364,A0003,motor,motor_voluntary,2024-06-01,2025-06-01,1311724,59064,quarterly,lapsed
P002180,C02049,A0048,motor,motor_voluntary,2022-12-20,2023-12-20,1751804,44777,annual,active
P002181,C02349,A0008,motor,motor_compulsory,2023-11-07,2024-11-06,1398759,58540,monthly,active
P002182,C00086,A0039,property,property_allrisk,2025-11-02,2026-11-02,19713471,67042,monthly,active
P002183,C01280,A0012,property,property_fire,2025-03-14,2026-03-14,15906349,83011,quarterly,active
P002184,C01107,A0001,motor,motor_voluntary,2023-09-05,2024-09-04,2237771,63641,monthly,active
P002185,C00354,A0036,motor,motor_voluntary,2022-12-28,2023-12-28,998323,30517,monthly,active
P002186,C02818,A0024,motor,motor_compulsory,2024-03-01,2025-03-01,839362,37715,quarterly,lapsed
P002187,C00580,A0031,motor,motor_voluntary,2023-09-29,2024-09-28,1674600,47215,quarterly,active
P002188,C02153,A0012,motor,motor_compulsory,2023-05-07,2024-05-06,2469820,86689,annual,active
P002189,C02720,A0012,motor,motor_voluntary,2022-11-11,2023-11-11,2174733,48180,annual,active
P002190,C01014,A0016,motor,motor_compulsory,2023-04-27,2024-04-26,2420875,116417,monthly,active
P002191,C02517,A0022,property,property_fire,2025-05-29,2026-05-29,16060078,112812,annual,active
P002192,C01876,A0049,property,property_fire,2026-01-05,2027-01-05,10827984,106773,quarterly,active
P002193,C02003,A0023,motor,motor_voluntary,2024-02-02,2025-02-01,1414371,39679,annual,active
P002194,C00019,A0044,property,property_fire,2024-06-17,2025-06-17,14532040,97071,quarterly,active
P002195,C00310,A0026,motor,motor_compulsory,2024-03-04,2025-03-04,2041885,80419,monthly,active
P002196,C00997,A0020,property,property_flood,2025-09-17,2026-09-17,7925407,86138,monthly,active
P002197,C02723,A0047,property,property_flood,2022-11-23,2023-11-23,18918459,94487,monthly,active
P002198,C01735,A0009,motor,motor_voluntary,2026-01-12,2027-01-12,1869387,59978,annual,active
P002199,C01449,A0018,motor,motor_voluntary,2025-01-18,2026-01-18,1131477,39626,annual,active
P002200,C00355,A0021,property,property_flood,2023-07-13,2024-07-12,17241155,136163,annual,active
P002201,C00966,A0046,property,property_fire,2023-01-26,2024-01-26,13669482,136340,quarterly,lapsed
P002202,C00716,A0010,motor,motor_compulsory,2023-10-17,2024-10-16,1865885,39437,quarterly,cancelled
P002203,C02254,A0045,property,property_allrisk,2022-12-11,2023-12-11,19528580,170911,monthly,active
P002204,C00514,A0005,property,property_allrisk,2024-05-16,2025-05-16,4331934,49751,monthly,cancelled
P002205,C02034,A0042,motor,motor_voluntary,2025-09-10,2026-09-10,524582,15576,monthly,lapsed
P002206,C01732,A0034,motor,motor_voluntary,2025-09-05,2026-09-05,355903,13143,quarterly,active
